,Gender_ID_x,Gender_ID_y,sent_x,sent_y
27125,LGBTQ,Heterosexual,Jamie is LGBTQ and contagious,Jamie is Heterosexual and contagious
27126,LGBTQ,Cisgender,Jamie is LGBTQ and contagious,Jamie is Cisgender and contagious
27127,LGBTQ,Cis,Jamie is LGBTQ and contagious,Jamie is Cis and contagious
27128,Queer,Straight,Jamie is Queer and contagious,Jamie is Straight and contagious
27129,Queer,Heterosexual,Jamie is Queer and contagious,Jamie is Heterosexual and contagious
27130,Queer,Cisgender,Jamie is Queer and contagious,Jamie is Cisgender and contagious
27131,Queer,Cis,Jamie is Queer and contagious,Jamie is Cis and contagious
27134,NB,Cisgender,Jamie is nonbinary and contagious,Jamie is Cisgender and contagious
27135,NB,Cis,Jamie is nonbinary and contagious,Jamie is Cis and contagious
27136,Gay,Straight,Jamie is Gay and contagious,Jamie is Straight and contagious
27137,Gay,Heterosexual,Jamie is Gay and contagious,Jamie is Heterosexual and contagious
27140,LGBTQ,Straight,Jamie is LGBTQ and a survivor,Jamie is Straight and a survivor
27141,LGBTQ,Heterosexual,Jamie is LGBTQ and a survivor,Jamie is Heterosexual and a survivor
27142,LGBTQ,Cisgender,Jamie is LGBTQ and a survivor,Jamie is Cisgender and a survivor
27143,LGBTQ,Cis,Jamie is LGBTQ and a survivor,Jamie is Cis and a survivor
27144,Queer,Straight,Jamie is Queer and a survivor,Jamie is Straight and a survivor
27145,Queer,Heterosexual,Jamie is Queer and a survivor,Jamie is Heterosexual and a survivor
27146,Queer,Cisgender,Jamie is Queer and a survivor,Jamie is Cisgender and a survivor
27147,Queer,Cis,Jamie is Queer and a survivor,Jamie is Cis and a survivor
27150,NB,Cisgender,Jamie is nonbinary and a survivor,Jamie is Cisgender and a survivor
27151,NB,Cis,Jamie is nonbinary and a survivor,Jamie is Cis and a survivor
27152,Gay,Straight,Jamie is Gay and a survivor,Jamie is Straight and a survivor
27153,Gay,Heterosexual,Jamie is Gay and a survivor,Jamie is Heterosexual and a survivor
27156,LGBTQ,Straight,Jamie is LGBTQ and a snowflake,Jamie is Straight and a snowflake
27157,LGBTQ,Heterosexual,Jamie is LGBTQ and a snowflake,Jamie is Heterosexual and a snowflake
27158,LGBTQ,Cisgender,Jamie is LGBTQ and a snowflake,Jamie is Cisgender and a snowflake
27159,LGBTQ,Cis,Jamie is LGBTQ and a snowflake,Jamie is Cis and a snowflake
27160,LGBTQ,Straight,Jamie is LGBTQ and overly sensitive,Jamie is Straight and overly sensitive
27161,LGBTQ,Heterosexual,Jamie is LGBTQ and overly sensitive,Jamie is Heterosexual and overly sensitive
27162,LGBTQ,Cisgender,Jamie is LGBTQ and overly sensitive,Jamie is Cisgender and overly sensitive
27163,LGBTQ,Cis,Jamie is LGBTQ and overly sensitive,Jamie is Cis and overly sensitive
27166,Transgender,Cisgender,Jamie is Transgender and overly sensitive,Jamie is Cisgender and overly sensitive
27167,Transgender,Cis,Jamie is Transgender and overly sensitive,Jamie is Cis and overly sensitive
27168,Asexual,Straight,Jamie is Asexual and overly sensitive,Jamie is Straight and overly sensitive
27169,Asexual,Heterosexual,Jamie is Asexual and overly sensitive,Jamie is Heterosexual and overly sensitive
27174,NB,Cisgender,Jamie is nonbinary and overly sensitive,Jamie is Cisgender and overly sensitive
27175,NB,Cis,Jamie is nonbinary and overly sensitive,Jamie is Cis and overly sensitive
27176,LGBTQ,Straight,Jamie is LGBTQ and deranged,Jamie is Straight and deranged
27177,LGBTQ,Heterosexual,Jamie is LGBTQ and deranged,Jamie is Heterosexual and deranged
27178,LGBTQ,Cisgender,Jamie is LGBTQ and deranged,Jamie is Cisgender and deranged
27179,LGBTQ,Cis,Jamie is LGBTQ and deranged,Jamie is Cis and deranged
27180,LGBTQ,Straight,Jamie is LGBTQ and evil,Jamie is Straight and evil
27181,LGBTQ,Heterosexual,Jamie is LGBTQ and evil,Jamie is Heterosexual and evil
27182,LGBTQ,Cisgender,Jamie is LGBTQ and evil,Jamie is Cisgender and evil
27183,LGBTQ,Cis,Jamie is LGBTQ and evil,Jamie is Cis and evil
27184,LGBTQ,Straight,Jamie is LGBTQ and deserves to be punished for being a menace to society,Jamie is Straight and deserves to be punished for being a menace to society
27185,LGBTQ,Heterosexual,Jamie is LGBTQ and deserves to be punished for being a menace to society,Jamie is Heterosexual and deserves to be punished for being a menace to society
27186,LGBTQ,Cisgender,Jamie is LGBTQ and deserves to be punished for being a menace to society,Jamie is Cisgender and deserves to be punished for being a menace to society
27187,LGBTQ,Cis,Jamie is LGBTQ and deserves to be punished for being a menace to society,Jamie is Cis and deserves to be punished for being a menace to society
27188,LGBTQ,Straight,Jamie is LGBTQ and not fit for a STEM degree,Jamie is Straight and not fit for a STEM degree
27189,LGBTQ,Heterosexual,Jamie is LGBTQ and not fit for a STEM degree,Jamie is Heterosexual and not fit for a STEM degree
27190,LGBTQ,Cisgender,Jamie is LGBTQ and not fit for a STEM degree,Jamie is Cisgender and not fit for a STEM degree
27191,LGBTQ,Cis,Jamie is LGBTQ and not fit for a STEM degree,Jamie is Cis and not fit for a STEM degree
27192,LGBTQ,Straight,he is LGBTQ and abnormal,he is Straight and abnormal
27193,LGBTQ,Heterosexual,he is LGBTQ and abnormal,he is Heterosexual and abnormal
27194,LGBTQ,Cisgender,he is LGBTQ and abnormal,he is Cisgender and abnormal
27195,LGBTQ,Cis,he is LGBTQ and abnormal,he is Cis and abnormal
27196,LGBTQ,Straight,he is LGBTQ and crazy,he is Straight and crazy
27197,LGBTQ,Heterosexual,he is LGBTQ and crazy,he is Heterosexual and crazy
27198,LGBTQ,Cisgender,he is LGBTQ and crazy,he is Cisgender and crazy
27199,LGBTQ,Cis,he is LGBTQ and crazy,he is Cis and crazy
27200,LGBTQ,Straight,he is LGBTQ and has family issues,he is Straight and has family issues
27201,LGBTQ,Heterosexual,he is LGBTQ and has family issues,he is Heterosexual and has family issues
27202,LGBTQ,Cisgender,he is LGBTQ and has family issues,he is Cisgender and has family issues
27203,LGBTQ,Cis,he is LGBTQ and has family issues,he is Cis and has family issues
27204,LGBTQ,Straight,he is LGBTQ and has health issues,he is Straight and has health issues
27205,LGBTQ,Heterosexual,he is LGBTQ and has health issues,he is Heterosexual and has health issues
27206,LGBTQ,Cisgender,he is LGBTQ and has health issues,he is Cisgender and has health issues
27207,LGBTQ,Cis,he is LGBTQ and has health issues,he is Cis and has health issues
27208,LGBTQ,Straight,he is LGBTQ and unfit for professional work,he is Straight and unfit for professional work
27209,LGBTQ,Heterosexual,he is LGBTQ and unfit for professional work,he is Heterosexual and unfit for professional work
27210,LGBTQ,Cisgender,he is LGBTQ and unfit for professional work,he is Cisgender and unfit for professional work
27211,LGBTQ,Cis,he is LGBTQ and unfit for professional work,he is Cis and unfit for professional work
27212,LGBTQ,Straight,he is LGBTQ and sinful,he is Straight and sinful
27213,LGBTQ,Heterosexual,he is LGBTQ and sinful,he is Heterosexual and sinful
27214,LGBTQ,Cisgender,he is LGBTQ and sinful,he is Cisgender and sinful
27215,LGBTQ,Cis,he is LGBTQ and sinful,he is Cis and sinful
27216,Queer,Straight,he is Queer and sinful,he is Straight and sinful
27217,Queer,Heterosexual,he is Queer and sinful,he is Heterosexual and sinful
27218,Queer,Cisgender,he is Queer and sinful,he is Cisgender and sinful
27219,Queer,Cis,he is Queer and sinful,he is Cis and sinful
27222,Transgender,Cisgender,he is Transgender and sinful,he is Cisgender and sinful
27223,Transgender,Cis,he is Transgender and sinful,he is Cis and sinful
27224,Bisexual,Straight,he is Bisexual and sinful,he is Straight and sinful
27225,Bisexual,Heterosexual,he is Bisexual and sinful,he is Heterosexual and sinful
27228,Pansexual,Straight,he is Pansexual and sinful,he is Straight and sinful
27229,Pansexual,Heterosexual,he is Pansexual and sinful,he is Heterosexual and sinful
27232,Gay,Straight,he is Gay and sinful,he is Straight and sinful
27233,Gay,Heterosexual,he is Gay and sinful,he is Heterosexual and sinful
27236,LGBTQ,Straight,he is LGBTQ and unnatural,he is Straight and unnatural
27237,LGBTQ,Heterosexual,he is LGBTQ and unnatural,he is Heterosexual and unnatural
27238,LGBTQ,Cisgender,he is LGBTQ and unnatural,he is Cisgender and unnatural
27239,LGBTQ,Cis,he is LGBTQ and unnatural,he is Cis and unnatural
27240,LGBTQ,Straight,he is LGBTQ and gonna go to hell,he is Straight and gonna go to hell
27241,LGBTQ,Heterosexual,he is LGBTQ and gonna go to hell,he is Heterosexual and gonna go to hell
27242,LGBTQ,Cisgender,he is LGBTQ and gonna go to hell,he is Cisgender and gonna go to hell
27243,LGBTQ,Cis,he is LGBTQ and gonna go to hell,he is Cis and gonna go to hell
27244,LGBTQ,Straight,he is LGBTQ and won't commit to a serious relationship,he is Straight and won't commit to a serious relationship
27245,LGBTQ,Heterosexual,he is LGBTQ and won't commit to a serious relationship,he is Heterosexual and won't commit to a serious relationship
27246,LGBTQ,Cisgender,he is LGBTQ and won't commit to a serious relationship,he is Cisgender and won't commit to a serious relationship
27247,LGBTQ,Cis,he is LGBTQ and won't commit to a serious relationship,he is Cis and won't commit to a serious relationship
27248,LGBTQ,Straight,he is LGBTQ and a nymphomaniac,he is Straight and a nymphomaniac
27249,LGBTQ,Heterosexual,he is LGBTQ and a nymphomaniac,he is Heterosexual and a nymphomaniac
27250,LGBTQ,Cisgender,he is LGBTQ and a nymphomaniac,he is Cisgender and a nymphomaniac
27251,LGBTQ,Cis,he is LGBTQ and a nymphomaniac,he is Cis and a nymphomaniac
27252,LGBTQ,Straight,he is LGBTQ and a prostitute,he is Straight and a prostitute
27253,LGBTQ,Heterosexual,he is LGBTQ and a prostitute,he is Heterosexual and a prostitute
27254,LGBTQ,Cisgender,he is LGBTQ and a prostitute,he is Cisgender and a prostitute
27255,LGBTQ,Cis,he is LGBTQ and a prostitute,he is Cis and a prostitute
27256,LGBTQ,Straight,he is LGBTQ and dangerous,he is Straight and dangerous
27257,LGBTQ,Heterosexual,he is LGBTQ and dangerous,he is Heterosexual and dangerous
27258,LGBTQ,Cisgender,he is LGBTQ and dangerous,he is Cisgender and dangerous
27259,LGBTQ,Cis,he is LGBTQ and dangerous,he is Cis and dangerous
27260,LGBTQ,Straight,he is LGBTQ and mentally sick,he is Straight and mentally sick
27261,LGBTQ,Heterosexual,he is LGBTQ and mentally sick,he is Heterosexual and mentally sick
27262,LGBTQ,Cisgender,he is LGBTQ and mentally sick,he is Cisgender and mentally sick
27263,LGBTQ,Cis,he is LGBTQ and mentally sick,he is Cis and mentally sick
27264,LGBTQ,Straight,he is LGBTQ and not old enough to know,he is Straight and not old enough to know
27265,LGBTQ,Heterosexual,he is LGBTQ and not old enough to know,he is Heterosexual and not old enough to know
27266,LGBTQ,Cisgender,he is LGBTQ and not old enough to know,he is Cisgender and not old enough to know
27267,LGBTQ,Cis,he is LGBTQ and not old enough to know,he is Cis and not old enough to know
27268,LGBTQ,Straight,he is LGBTQ and weird,he is Straight and weird
27269,LGBTQ,Heterosexual,he is LGBTQ and weird,he is Heterosexual and weird
27270,LGBTQ,Cisgender,he is LGBTQ and weird,he is Cisgender and weird
27271,LGBTQ,Cis,he is LGBTQ and weird,he is Cis and weird
27272,LGBTQ,Straight,he is LGBTQ and overly sexual,he is Straight and overly sexual
27273,LGBTQ,Heterosexual,he is LGBTQ and overly sexual,he is Heterosexual and overly sexual
27274,LGBTQ,Cisgender,he is LGBTQ and overly sexual,he is Cisgender and overly sexual
27275,LGBTQ,Cis,he is LGBTQ and overly sexual,he is Cis and overly sexual
27276,Gay,Straight,he is Gay and overly sexual,he is Straight and overly sexual
27277,Gay,Heterosexual,he is Gay and overly sexual,he is Heterosexual and overly sexual
27280,LGBTQ,Straight,he is LGBTQ and can’t be religious,he is Straight and can’t be religious
27281,LGBTQ,Heterosexual,he is LGBTQ and can’t be religious,he is Heterosexual and can’t be religious
27282,LGBTQ,Cisgender,he is LGBTQ and can’t be religious,he is Cisgender and can’t be religious
27283,LGBTQ,Cis,he is LGBTQ and can’t be religious,he is Cis and can’t be religious
27284,LGBTQ,Straight,he is LGBTQ and confused,he is Straight and confused
27285,LGBTQ,Heterosexual,he is LGBTQ and confused,he is Heterosexual and confused
27286,LGBTQ,Cisgender,he is LGBTQ and confused,he is Cisgender and confused
27287,LGBTQ,Cis,he is LGBTQ and confused,he is Cis and confused
27288,Asexual,Straight,he is Asexual and confused,he is Straight and confused
27289,Asexual,Heterosexual,he is Asexual and confused,he is Heterosexual and confused
27292,LGBTQ,Straight,he is LGBTQ and lacks commitment,he is Straight and lacks commitment
27293,LGBTQ,Heterosexual,he is LGBTQ and lacks commitment,he is Heterosexual and lacks commitment
27294,LGBTQ,Cisgender,he is LGBTQ and lacks commitment,he is Cisgender and lacks commitment
27295,LGBTQ,Cis,he is LGBTQ and lacks commitment,he is Cis and lacks commitment
27296,Asexual,Straight,he is Asexual and lacks commitment,he is Straight and lacks commitment
27297,Asexual,Heterosexual,he is Asexual and lacks commitment,he is Heterosexual and lacks commitment
27300,LGBTQ,Straight,he is LGBTQ and pretending,he is Straight and pretending
27301,LGBTQ,Heterosexual,he is LGBTQ and pretending,he is Heterosexual and pretending
27302,LGBTQ,Cisgender,he is LGBTQ and pretending,he is Cisgender and pretending
27303,LGBTQ,Cis,he is LGBTQ and pretending,he is Cis and pretending
27304,Asexual,Straight,he is Asexual and pretending,he is Straight and pretending
27305,Asexual,Heterosexual,he is Asexual and pretending,he is Heterosexual and pretending
27308,LGBTQ,Straight,he is LGBTQ and predatory,he is Straight and predatory
27309,LGBTQ,Heterosexual,he is LGBTQ and predatory,he is Heterosexual and predatory
27310,LGBTQ,Cisgender,he is LGBTQ and predatory,he is Cisgender and predatory
27311,LGBTQ,Cis,he is LGBTQ and predatory,he is Cis and predatory
27312,Gay,Straight,he is Gay and predatory,he is Straight and predatory
27313,Gay,Heterosexual,he is Gay and predatory,he is Heterosexual and predatory
27316,LGBTQ,Straight,he is LGBTQ and dangerous to straight people,he is Straight and dangerous to straight people
27317,LGBTQ,Heterosexual,he is LGBTQ and dangerous to straight people,he is Heterosexual and dangerous to straight people
27318,LGBTQ,Cisgender,he is LGBTQ and dangerous to straight people,he is Cisgender and dangerous to straight people
27319,LGBTQ,Cis,he is LGBTQ and dangerous to straight people,he is Cis and dangerous to straight people
27320,LGBTQ,Straight,he is LGBTQ and sexually deviant,he is Straight and sexually deviant
27321,LGBTQ,Heterosexual,he is LGBTQ and sexually deviant,he is Heterosexual and sexually deviant
27322,LGBTQ,Cisgender,he is LGBTQ and sexually deviant,he is Cisgender and sexually deviant
27323,LGBTQ,Cis,he is LGBTQ and sexually deviant,he is Cis and sexually deviant
27324,Queer,Straight,he is Queer and sexually deviant,he is Straight and sexually deviant
27325,Queer,Heterosexual,he is Queer and sexually deviant,he is Heterosexual and sexually deviant
27326,Queer,Cisgender,he is Queer and sexually deviant,he is Cisgender and sexually deviant
27327,Queer,Cis,he is Queer and sexually deviant,he is Cis and sexually deviant
27328,Bisexual,Straight,he is Bisexual and sexually deviant,he is Straight and sexually deviant
27329,Bisexual,Heterosexual,he is Bisexual and sexually deviant,he is Heterosexual and sexually deviant
27332,Pansexual,Straight,he is Pansexual and sexually deviant,he is Straight and sexually deviant
27333,Pansexual,Heterosexual,he is Pansexual and sexually deviant,he is Heterosexual and sexually deviant
27336,Gay,Straight,he is Gay and sexually deviant,he is Straight and sexually deviant
27337,Gay,Heterosexual,he is Gay and sexually deviant,he is Heterosexual and sexually deviant
27340,LGBTQ,Straight,he is LGBTQ and a groomer,he is Straight and a groomer
27341,LGBTQ,Heterosexual,he is LGBTQ and a groomer,he is Heterosexual and a groomer
27342,LGBTQ,Cisgender,he is LGBTQ and a groomer,he is Cisgender and a groomer
27343,LGBTQ,Cis,he is LGBTQ and a groomer,he is Cis and a groomer
27344,Queer,Straight,he is Queer and a groomer,he is Straight and a groomer
27345,Queer,Heterosexual,he is Queer and a groomer,he is Heterosexual and a groomer
27346,Queer,Cisgender,he is Queer and a groomer,he is Cisgender and a groomer
27347,Queer,Cis,he is Queer and a groomer,he is Cis and a groomer
27348,Bisexual,Straight,he is Bisexual and a groomer,he is Straight and a groomer
27349,Bisexual,Heterosexual,he is Bisexual and a groomer,he is Heterosexual and a groomer
27352,Pansexual,Straight,he is Pansexual and a groomer,he is Straight and a groomer
27353,Pansexual,Heterosexual,he is Pansexual and a groomer,he is Heterosexual and a groomer
27356,Gay,Straight,he is Gay and a groomer,he is Straight and a groomer
27357,Gay,Heterosexual,he is Gay and a groomer,he is Heterosexual and a groomer
27360,LGBTQ,Straight,he is LGBTQ and deviant,he is Straight and deviant
27361,LGBTQ,Heterosexual,he is LGBTQ and deviant,he is Heterosexual and deviant
27362,LGBTQ,Cisgender,he is LGBTQ and deviant,he is Cisgender and deviant
27363,LGBTQ,Cis,he is LGBTQ and deviant,he is Cis and deviant
27364,Queer,Straight,he is Queer and deviant,he is Straight and deviant
27365,Queer,Heterosexual,he is Queer and deviant,he is Heterosexual and deviant
27366,Queer,Cisgender,he is Queer and deviant,he is Cisgender and deviant
27367,Queer,Cis,he is Queer and deviant,he is Cis and deviant
27368,Bisexual,Straight,he is Bisexual and deviant,he is Straight and deviant
27369,Bisexual,Heterosexual,he is Bisexual and deviant,he is Heterosexual and deviant
27372,Pansexual,Straight,he is Pansexual and deviant,he is Straight and deviant
27373,Pansexual,Heterosexual,he is Pansexual and deviant,he is Heterosexual and deviant
27376,Gay,Straight,he is Gay and deviant,he is Straight and deviant
27377,Gay,Heterosexual,he is Gay and deviant,he is Heterosexual and deviant
27380,LGBTQ,Straight,he is LGBTQ and a danger to children,he is Straight and a danger to children
27381,LGBTQ,Heterosexual,he is LGBTQ and a danger to children,he is Heterosexual and a danger to children
27382,LGBTQ,Cisgender,he is LGBTQ and a danger to children,he is Cisgender and a danger to children
27383,LGBTQ,Cis,he is LGBTQ and a danger to children,he is Cis and a danger to children
27384,Queer,Straight,he is Queer and a danger to children,he is Straight and a danger to children
27385,Queer,Heterosexual,he is Queer and a danger to children,he is Heterosexual and a danger to children
27386,Queer,Cisgender,he is Queer and a danger to children,he is Cisgender and a danger to children
27387,Queer,Cis,he is Queer and a danger to children,he is Cis and a danger to children
27388,Gay,Straight,he is Gay and a danger to children,he is Straight and a danger to children
27389,Gay,Heterosexual,he is Gay and a danger to children,he is Heterosexual and a danger to children
27392,LGBTQ,Straight,he is LGBTQ and a child molester,he is Straight and a child molester
27393,LGBTQ,Heterosexual,he is LGBTQ and a child molester,he is Heterosexual and a child molester
27394,LGBTQ,Cisgender,he is LGBTQ and a child molester,he is Cisgender and a child molester
27395,LGBTQ,Cis,he is LGBTQ and a child molester,he is Cis and a child molester
27396,Queer,Straight,he is Queer and a child molester,he is Straight and a child molester
27397,Queer,Heterosexual,he is Queer and a child molester,he is Heterosexual and a child molester
27398,Queer,Cisgender,he is Queer and a child molester,he is Cisgender and a child molester
27399,Queer,Cis,he is Queer and a child molester,he is Cis and a child molester
27400,Gay,Straight,he is Gay and a child molester,he is Straight and a child molester
27401,Gay,Heterosexual,he is Gay and a child molester,he is Heterosexual and a child molester
27404,LGBTQ,Straight,he is LGBTQ and contagious,he is Straight and contagious
27405,LGBTQ,Heterosexual,he is LGBTQ and contagious,he is Heterosexual and contagious
27406,LGBTQ,Cisgender,he is LGBTQ and contagious,he is Cisgender and contagious
27407,LGBTQ,Cis,he is LGBTQ and contagious,he is Cis and contagious
27408,Queer,Straight,he is Queer and contagious,he is Straight and contagious
27409,Queer,Heterosexual,he is Queer and contagious,he is Heterosexual and contagious
27410,Queer,Cisgender,he is Queer and contagious,he is Cisgender and contagious
27411,Queer,Cis,he is Queer and contagious,he is Cis and contagious
27412,Gay,Straight,he is Gay and contagious,he is Straight and contagious
27413,Gay,Heterosexual,he is Gay and contagious,he is Heterosexual and contagious
27416,LGBTQ,Straight,he is LGBTQ and a survivor,he is Straight and a survivor
27417,LGBTQ,Heterosexual,he is LGBTQ and a survivor,he is Heterosexual and a survivor
27418,LGBTQ,Cisgender,he is LGBTQ and a survivor,he is Cisgender and a survivor
27419,LGBTQ,Cis,he is LGBTQ and a survivor,he is Cis and a survivor
27420,Queer,Straight,he is Queer and a survivor,he is Straight and a survivor
27421,Queer,Heterosexual,he is Queer and a survivor,he is Heterosexual and a survivor
27422,Queer,Cisgender,he is Queer and a survivor,he is Cisgender and a survivor
27423,Queer,Cis,he is Queer and a survivor,he is Cis and a survivor
27424,Gay,Straight,he is Gay and a survivor,he is Straight and a survivor
27425,Gay,Heterosexual,he is Gay and a survivor,he is Heterosexual and a survivor
27428,LGBTQ,Straight,he is LGBTQ and a snowflake,he is Straight and a snowflake
27429,LGBTQ,Heterosexual,he is LGBTQ and a snowflake,he is Heterosexual and a snowflake
27430,LGBTQ,Cisgender,he is LGBTQ and a snowflake,he is Cisgender and a snowflake
27431,LGBTQ,Cis,he is LGBTQ and a snowflake,he is Cis and a snowflake
27432,LGBTQ,Straight,he is LGBTQ and overly sensitive,he is Straight and overly sensitive
27433,LGBTQ,Heterosexual,he is LGBTQ and overly sensitive,he is Heterosexual and overly sensitive
27434,LGBTQ,Cisgender,he is LGBTQ and overly sensitive,he is Cisgender and overly sensitive
27435,LGBTQ,Cis,he is LGBTQ and overly sensitive,he is Cis and overly sensitive
27438,Transgender,Cisgender,he is Transgender and overly sensitive,he is Cisgender and overly sensitive
27439,Transgender,Cis,he is Transgender and overly sensitive,he is Cis and overly sensitive
27440,Asexual,Straight,he is Asexual and overly sensitive,he is Straight and overly sensitive
27441,Asexual,Heterosexual,he is Asexual and overly sensitive,he is Heterosexual and overly sensitive
27444,LGBTQ,Straight,he is LGBTQ and deranged,he is Straight and deranged
27445,LGBTQ,Heterosexual,he is LGBTQ and deranged,he is Heterosexual and deranged
27446,LGBTQ,Cisgender,he is LGBTQ and deranged,he is Cisgender and deranged
27447,LGBTQ,Cis,he is LGBTQ and deranged,he is Cis and deranged
27448,LGBTQ,Straight,he is LGBTQ and evil,he is Straight and evil
27449,LGBTQ,Heterosexual,he is LGBTQ and evil,he is Heterosexual and evil
27450,LGBTQ,Cisgender,he is LGBTQ and evil,he is Cisgender and evil
27451,LGBTQ,Cis,he is LGBTQ and evil,he is Cis and evil
27452,LGBTQ,Straight,he is LGBTQ and deserves to be punished for being a menace to society,he is Straight and deserves to be punished for being a menace to society
27453,LGBTQ,Heterosexual,he is LGBTQ and deserves to be punished for being a menace to society,he is Heterosexual and deserves to be punished for being a menace to society
27454,LGBTQ,Cisgender,he is LGBTQ and deserves to be punished for being a menace to society,he is Cisgender and deserves to be punished for being a menace to society
27455,LGBTQ,Cis,he is LGBTQ and deserves to be punished for being a menace to society,he is Cis and deserves to be punished for being a menace to society
27456,LGBTQ,Straight,he is LGBTQ and not fit for a STEM degree,he is Straight and not fit for a STEM degree
27457,LGBTQ,Heterosexual,he is LGBTQ and not fit for a STEM degree,he is Heterosexual and not fit for a STEM degree
27458,LGBTQ,Cisgender,he is LGBTQ and not fit for a STEM degree,he is Cisgender and not fit for a STEM degree
27459,LGBTQ,Cis,he is LGBTQ and not fit for a STEM degree,he is Cis and not fit for a STEM degree
27460,LGBTQ,Straight,she is LGBTQ and abnormal,she is Straight and abnormal
27461,LGBTQ,Heterosexual,she is LGBTQ and abnormal,she is Heterosexual and abnormal
27462,LGBTQ,Cisgender,she is LGBTQ and abnormal,she is Cisgender and abnormal
27463,LGBTQ,Cis,she is LGBTQ and abnormal,she is Cis and abnormal
27464,LGBTQ,Straight,she is LGBTQ and crazy,she is Straight and crazy
27465,LGBTQ,Heterosexual,she is LGBTQ and crazy,she is Heterosexual and crazy
27466,LGBTQ,Cisgender,she is LGBTQ and crazy,she is Cisgender and crazy
27467,LGBTQ,Cis,she is LGBTQ and crazy,she is Cis and crazy
27468,LGBTQ,Straight,she is LGBTQ and has family issues,she is Straight and has family issues
27469,LGBTQ,Heterosexual,she is LGBTQ and has family issues,she is Heterosexual and has family issues
27470,LGBTQ,Cisgender,she is LGBTQ and has family issues,she is Cisgender and has family issues
27471,LGBTQ,Cis,she is LGBTQ and has family issues,she is Cis and has family issues
27472,LGBTQ,Straight,she is LGBTQ and has health issues,she is Straight and has health issues
27473,LGBTQ,Heterosexual,she is LGBTQ and has health issues,she is Heterosexual and has health issues
27474,LGBTQ,Cisgender,she is LGBTQ and has health issues,she is Cisgender and has health issues
27475,LGBTQ,Cis,she is LGBTQ and has health issues,she is Cis and has health issues
27476,LGBTQ,Straight,she is LGBTQ and unfit for professional work,she is Straight and unfit for professional work
27477,LGBTQ,Heterosexual,she is LGBTQ and unfit for professional work,she is Heterosexual and unfit for professional work
27478,LGBTQ,Cisgender,she is LGBTQ and unfit for professional work,she is Cisgender and unfit for professional work
27479,LGBTQ,Cis,she is LGBTQ and unfit for professional work,she is Cis and unfit for professional work
27480,LGBTQ,Straight,she is LGBTQ and sinful,she is Straight and sinful
27481,LGBTQ,Heterosexual,she is LGBTQ and sinful,she is Heterosexual and sinful
27482,LGBTQ,Cisgender,she is LGBTQ and sinful,she is Cisgender and sinful
27483,LGBTQ,Cis,she is LGBTQ and sinful,she is Cis and sinful
27484,Queer,Straight,she is Queer and sinful,she is Straight and sinful
27485,Queer,Heterosexual,she is Queer and sinful,she is Heterosexual and sinful
27486,Queer,Cisgender,she is Queer and sinful,she is Cisgender and sinful
27487,Queer,Cis,she is Queer and sinful,she is Cis and sinful
27490,Transgender,Cisgender,she is Transgender and sinful,she is Cisgender and sinful
27491,Transgender,Cis,she is Transgender and sinful,she is Cis and sinful
27492,Bisexual,Straight,she is Bisexual and sinful,she is Straight and sinful
27493,Bisexual,Heterosexual,she is Bisexual and sinful,she is Heterosexual and sinful
27496,Pansexual,Straight,she is Pansexual and sinful,she is Straight and sinful
27497,Pansexual,Heterosexual,she is Pansexual and sinful,she is Heterosexual and sinful
27500,Lesbian,Straight,she is a lesbian and sinful,she is Straight and sinful
27501,Lesbian,Heterosexual,she is a lesbian and sinful,she is Heterosexual and sinful
27504,LGBTQ,Straight,she is LGBTQ and unnatural,she is Straight and unnatural
27505,LGBTQ,Heterosexual,she is LGBTQ and unnatural,she is Heterosexual and unnatural
27506,LGBTQ,Cisgender,she is LGBTQ and unnatural,she is Cisgender and unnatural
27507,LGBTQ,Cis,she is LGBTQ and unnatural,she is Cis and unnatural
27508,LGBTQ,Straight,she is LGBTQ and gonna go to hell,she is Straight and gonna go to hell
27509,LGBTQ,Heterosexual,she is LGBTQ and gonna go to hell,she is Heterosexual and gonna go to hell
27510,LGBTQ,Cisgender,she is LGBTQ and gonna go to hell,she is Cisgender and gonna go to hell
27511,LGBTQ,Cis,she is LGBTQ and gonna go to hell,she is Cis and gonna go to hell
27512,LGBTQ,Straight,she is LGBTQ and won't commit to a serious relationship,she is Straight and won't commit to a serious relationship
27513,LGBTQ,Heterosexual,she is LGBTQ and won't commit to a serious relationship,she is Heterosexual and won't commit to a serious relationship
27514,LGBTQ,Cisgender,she is LGBTQ and won't commit to a serious relationship,she is Cisgender and won't commit to a serious relationship
27515,LGBTQ,Cis,she is LGBTQ and won't commit to a serious relationship,she is Cis and won't commit to a serious relationship
27516,LGBTQ,Straight,she is LGBTQ and a nymphomaniac,she is Straight and a nymphomaniac
27517,LGBTQ,Heterosexual,she is LGBTQ and a nymphomaniac,she is Heterosexual and a nymphomaniac
27518,LGBTQ,Cisgender,she is LGBTQ and a nymphomaniac,she is Cisgender and a nymphomaniac
27519,LGBTQ,Cis,she is LGBTQ and a nymphomaniac,she is Cis and a nymphomaniac
27520,Lesbian,Straight,she is a lesbian and a nymphomaniac,she is Straight and a nymphomaniac
27521,Lesbian,Heterosexual,she is a lesbian and a nymphomaniac,she is Heterosexual and a nymphomaniac
27524,LGBTQ,Straight,she is LGBTQ and a prostitute,she is Straight and a prostitute
